Name,Profile URL,Role,Sweet Spot,Investors
Charles Svirk,file:///investors/charles-svirk,Principal,$3.0M,"Investors in Canada, Investors in Europe, Investors in Israel, Investors in United States"
Dalton Caldwell,file:///investors/dalton-caldwell,Partner,$125K,Investors in SF Bay Area (CA)
Gustaf Alströmer,file:///investors/gustaf-alstromer,Partner,$125K,Investors in SF Bay Area (CA)
Amanda Bush,file:///investors/amanda-bush,Partner,$25K,"Investors in Austin (TX), Investors in Fort Worth (TX), Investors in Dallas (TX)"
James Conlon,file:///investors/james-conlon,Partner,$1.2M,Investors in San Francisco (CA)
Yutong Zhang,file:///investors/yutong-zhang,Partner,$1.5M,"Investors in SF Bay Area (CA), Investors in China"
Mike Delis,file:///investors/mike-delis,Partner,$10K,Investors in Europe
Julien Lepleux,file:///investors/julien-lepleux,Analyst,$200K,"Investors in New York (NY), Investors in San Francisco (CA), Investors in SF Bay Area (CA)"
Emil Gigov,file:///investors/emil-gigov,Partner,$3.0M,"Investors in Europe, Investors in London"
Sharif El-Badawi,file:///investors/sharif-el-badawi,Partner,$75K,Investors in SF Bay Area (CA)
Rebecca Norlander,file:///investors/rebecca-norlander,Venture Partner,$1.5M,Investors in San Francisco (CA)
Eric Ong,file:///investors/eric-ong,Principal,$1M,"Investors in Consumer health & fitness, Investors in E-commerce, Investors in Fintech, Investors in Health IT, Investors in Insurance, Investors in Logistics, Investors in Marketplaces, Investors in SaaS, Investors in SMB software, Investors in Travel, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+4"
Guilherme Penna,file:///investors/guilherme-penna,Principal,$1M,"Investors in Mexico, Investors in Colombia, Investors in Brazil"
Rohan Puranik,file:///investors/rohan-puranik_1,Partner,$1M,Investors in SF Bay Area (CA)
Marcos Martinez,file:///investors/marcos-martinez,Associate,$500K,"Investors in AI, Investors in Enterprise, Investors in Marketing automation, Investors in Marketplaces, Investors in New York City (Other Lists), Investors in SaaS, Investors in Sales and CRM"
Tito Costa,file:///investors/tito-costa,Partner,$1M,"Investors in Indonesia, Investors in Singapore"
Morgan Livermore,file:///investors/morgan-livermore,Partner,$10,"Investors in Israel, Investors in Europe, Investors in United States"
Ray Wirta,file:///investors/ray-wirta,Venture Partner,$2.0M,"Investors in San Diego (CA), Investors in SF Bay Area (CA), Investors in Los Angeles / Southern California"
Nicholas Thorne,file:///investors/nicholas-thorne,Partner,$1M,Investors in New York (NY)
Hakan Satiroglu,file:///investors/hakan-satiroglu_1,Partner,$70K,"Investors in Boston / New England, Investors in Boston (MA)"
Jack Taylor,file:///investors/jack-taylor,Principal,$1M,Investors in Global
Ann Brady,file:///investors/ann-brady,Venture Partner,$70K,"Investors in Boston / New England, Investors in Boston (MA)"
Sarah Pinto,file:///investors/sarah-pinto_1,Partner,$20,"Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Health IT, Investors in Impact, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+2"
Borid Bogatin,file:///investors/borid-bogatin,Venture Partner,$800K,Investors in San Francisco (CA)
Joshua Browder,file:///investors/joshua-browder,Sweet spot:,$25K,Investors in SF Bay Area (CA)
Cristina Cordova,file:///investors/cristina-cordova,Sweet spot:,$25K,Investors in SF Bay Area (CA)
Tim Thimmaiah,file:///investors/tim-thimmaiah_1,Principal,$250K,"Investors in Toronto (Ontario), Investors in New York (NY), Investors in SF Bay Area (CA), Investors in Los Angeles (CA)"
Viken Douzdjian,file:///investors/viken-douzdjian,Partner,$250K,Investors in Portland (OR)
Henry Ault,file:///investors/henry-ault_1,Partner,$300K,Investors in SF Bay Area (CA)
David Lieb,file:///investors/david-lieb,Sweet spot:,$25K,Investors in SF Bay Area (CA)
Scott Weiss,file:///investors/scott-weiss_2,Partner,$500K,Investors in Cincinnati (OH)
Varun Gupta,file:///investors/varun-gupta,Partner,$400K,"Investors in AI, Investors in Biotech, Investors in Clean tech / environment, Investors in Consumer products, Investors in Energy tech, Investors in Fintech, Investors in Impact, Investors in Pharmaceuticals, Investors in Retail, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+5"
Tony Olivito,file:///investors/tony-olivito,Partner,$100K,Investors in Midwest
Liron Gal,file:///investors/liron-gal,Partner,$250K,Investors in Israel
Jason M. Cronen,file:///investors/jason-m-cronen,Partner,$75K,"Investors in Consumer health & fitness, Investors in Consumer products, Investors in E-commerce, Investors in Entertainment & sports, Investors in Local commerce, Investors in Lodging/hospitality, Investors in Marketplaces, Investors in Real estate/proptech, Investors in SaaS, Investors in Travel, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+7"
Martin Claure,file:///investors/martin-claure_1,Partner,$120K,"Investors in Latin America, Investors in Florida"
Cainon Coates,file:///investors/cainon-coates,Partner,$475K,"Investors in Cambridge (MA), Investors in United States"
Mangesh Mahajan,file:///investors/mangesh-mahajan,Partner,$1.3M,"Investors in Cupertino (CA), Investors in Irvine (CA), Investors in Newport Beach (CA), Investors in SF Bay Area (CA), Investors in San Diego (CA), Investors in Los Angeles / Southern California, Investors in California
+1"
Ali Rowghani,file:///investors/ali-rowghani,Partner,$125K,Investors in SF Bay Area (CA)
Jared Messenger,file:///investors/jared-messenger,Partner,$25K,Investors in SF Bay Area (CA)
Harvin Moore,file:///investors/harvin-moore,Principal,$175K,Investors in Houston (TX)
Eric Migicovsky,file:///investors/eric-migicovsky,Partner,$125K,Investors in SF Bay Area (CA)
Paul Ehlinger,file:///investors/paul-ehlinger,Principal,$1.5M,Investors in Midwest
Ryan Merket,file:///investors/ryan-merket,Sweet spot:,$25K,"Investors in New York (NY), Investors in Los Angeles (CA), Investors in San Francisco (CA), Investors in Michigan, Investors in Wisconsin, Investors in Ohio, Investors in Texas, Investors in Kentucky, Investors in Tennessee, Investors in Oklahoma, Investors in Missouri, Investors in Kansas, Investors in South Dakota, Investors in North Dakota, Investors in Chicago (IL), Investors in Austin (TX)
+8"
Adam Szental,file:///investors/adam-szental,$1.5M,$1.5M,"Investors in Israel, Investors in United States"
Alessio Fanelli,file:///investors/alessio-fanelli,$750K,$750K,Investors in United States
Hiten Shah,file:///investors/hiten-shah,Sweet spot:,$10K,Investors in SF Bay Area (CA)
John Owen,file:///investors/john-d,Sweet spot:,$25K,Investors in United States
David Stewart,file:///investors/david-stewart,$20K,$20K,"Investors in San Francisco (CA), Investors in Austin (TX)"
Julian Eison,file:///investors/julian-eison,Associate,$1.5M,"Investors in Austin (TX), Investors in San Francisco (CA)"
Miles Dowling,file:///investors/miles-dowling,Analyst,$1M,"Investors in Fintech, Investors in Insurance, Investors in Los Angeles / Southern California (Other Lists), Investors in SaaS"
Tiffany Kim,file:///investors/tiffany-kim,Analyst,$500K,"Investors in AI, Investors in Analytics, Investors in Cloud infrastructure, Investors in Data services, Investors in Developer tools, Investors in Enterprise, Investors in Fintech, Investors in Gaming/eSports, Investors in Network infrastructure, Investors in New York City (Other Lists), Investors in SaaS
+3"
Renaud Visage,file:///investors/renaud-visage,Sweet spot:,$25K,"Investors in AI, Investors in Analytics, Investors in Blockchain, Investors in Consumer products, Investors in Data services, Investors in Developer tools, Investors in Enterprise, Investors in Impact, Investors in Marketplaces, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+5"
Elad Gil,file:///investors/elad-gil,Sweet spot:,$800K,Investors in San Francisco (CA)
Eduardo Ronzano,file:///investors/eduardo-ronzano_1,Sweet spot:,$250K,"Investors in San Francisco (CA), Investors in New York (NY), Investors in London, Investors in Paris (France)"
Deborah Conway,file:///investors/deborah-conway,Associate,$1M,Investors in New York (NY)
Ehud Schneorson,file:///investors/ehud-schneorson,Sweet spot:,$500K,Investors in Tel Aviv (Israel)
Remo Mahler,file:///investors/remo-mahler,Analyst,$300K,Investors in Berlin
Will Prendergast,file:///investors/will-prendergast,Sweet spot:,$2.0M,"Investors in AgTech, Investors in AI, Investors in Cloud infrastructure, Investors in Developer tools, Investors in Enterprise, Investors in Fintech, Investors in Payments, Investors in SaaS, Investors in Sales and CRM, Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+5"
Raphael Danilo,file:///investors/raphael-danilo,Sweet spot:,$25K,"Investors in Paris (France), Investors in Boston (MA), Investors in New York (NY), Investors in San Francisco (CA), Investors in Los Angeles (CA)"
Andreas Mihalovits,file:///investors/andreas-mihalovits,Sweet spot:,$250K,"Investors in AI, Investors in Analytics, Investors in Clean tech / environment, Investors in E-commerce, Investors in Fintech, Investors in Games, Investors in Logistics, Investors in Marketing automation, Investors in SaaS, Investors in Travel
+2"
Charlie Pinto,file:///investors/charlie-pinto,Sweet spot:,$108K,"Investors in Washington (DC), Investors in San Diego (CA), Investors in Boston (MA), Investors in SF Bay Area (CA), Investors in Denver (CO), Investors in New York (NY), Investors in San Francisco (CA)"
Jaisa Minor,file:///investors/jaisa-minor,$2.0M,$2.0M,Investors in United States
Maneesh Arora,file:///investors/maneesh-arora,Sweet spot:,$100K,Investors in San Francisco (CA)
Paul Heydon,file:///investors/paul-heydon,Sweet spot:,$40K,"Investors in Europe, Investors in United States"
Wolfgang Beckmann,file:///investors/wolfgang-beckmann,Sweet spot:,$3K,"Investors in AI, Investors in Biotech, Investors in Clean tech / environment, Investors in Developer tools, Investors in Energy tech, Investors in Health IT, Investors in SaaS"
Michel Meyer,file:///investors/michel-meyer,Sweet spot:,$20K,Investors in San Francisco (CA)
Julie Liu,file:///investors/julie-liu,Investor,$5,"Investors in AI, Investors in Enterprise, Investors in Health IT, Investors in Los Angeles / Southern California (Other Lists), Investors in SaaS, Investors in SMB software"
Nelson Bostrom,file:///investors/nelson-bostrom_1,Investor,$300K,Investors in SF Bay Area (CA)
Ivy Nguyen,file:///investors/ivy-nguyen_1,Investor,$1.5M,"Investors in AI, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Female Investors (Other Lists), Investors in Gaming/eSports, Investors in Health & hospital services, Investors in Health IT, Investors in Logistics, Investors in Manufacturing, Investors in Robotics, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+8"
Danny Loschiavo,file:///investors/danny-loschiavo,Angel,$50K,"Investors in Advertising, Investors in AI, Investors in Consumer products, Investors in E-commerce, Investors in Fintech, Investors in Human capital, Investors in Los Angeles / Southern California (Other Lists), Investors in Messaging, Investors in Real estate/proptech, Investors in SaaS, Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+8"
Joseph Zipfel,file:///investors/joseph-zipfel,Investor,$20K,Investors in London
Minn Kim,file:///investors/minn-kim,Investor,$500K,Investors in SF Bay Area (CA)
Tom Medrek,file:///investors/tom-medrek,Investor,$20K,Investors in Boston / New England
Andrew Ermogenous,file:///investors/andrew-ermogenous,Investor,$100K,"Investors in AI, Investors in Analytics, Investors in Developer tools, Investors in Distributed workforce, Investors in Fintech, Investors in Health & hospital services, Investors in Health IT, Investors in Marketplaces, Investors in Network infrastructure, Investors in New York City (Other Lists), Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+7"
Ashley Mayer,file:///investors/ashley-mayer,Sweet spot:,$50K,"Investors in SF Bay Area (CA), Investors in New York City, Investors in Palo Alto (CA)"
Allison Kopf,file:///investors/allison-kopf,Investor,$250K,Investors in New York (NY)
Kathryn Minshew,file:///investors/kathryn-minshew,Investor,$250K,Investors in New York (NY)
Calum Forsyth,file:///investors/seed-haus,Investor,$350K,Investors in Edinburgh (Scotland)
Niccolo Sanarico,file:///investors/niccolo-sanarico,Investor,$350K,"Investors in AI, Investors in Analytics, Investors in Blockchain, Investors in Cloud infrastructure, Investors in Data services, Investors in Developer tools, Investors in Marketplaces, Investors in SaaS, Investors in Security, Investors in SMB software
+2"
Vanessa Hallik,file:///investors/vanessa-hallik,Angel,$50K,Investors in Global
Rafael Aldon,file:///investors/rafael-aldon,Investor,$300,Investors in Singapore
Monique Villa,file:///investors/monique-villa,Investor,$1M,"Investors in Asheville (NC), Investors in Arkansas, Investors in Apopka (FL), Investors in Apex (NC), Investors in Altamonte Springs (FL), Investors in Alexandria (VA), Investors in Albany (GA), Investors in Bartlett (TN), Investors in Baton Rouge (LA), Investors in Alpharetta (GA), Investors in Alexandria (LA), Investors in Alabama, Investors in Miami (FL), Investors in Raleigh (NC), Investors in Raleigh-Durham / Southeast US, Investors in Nashville-Davidson (TN), Investors in Nashville (TN), Investors in Atlanta (GA)
+11"
Neetu Puranikmath,file:///investors/neetu-puranikmath,Investor,$250K,"Investors in AI, Investors in Cloud infrastructure, Investors in Consumer health & fitness, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Entertainment & sports, Investors in Female Investors (Other Lists), Investors in Fintech, Investors in New York City (Other Lists), Investors in Payments, Investors in Real estate/proptech, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+9"
Mo Koyfman,file:///investors/mo-koyfman,Sweet spot:,$600K,Investors in New York (NY)
Jake Zeller,file:///investors/jake-zeller,Sweet spot:,$250K,"Investors in India, Investors in SF Bay Area (CA)"
Alejandro Galvez Rico,file:///investors/alejandro-galvez-rico,Sweet spot:,$25K,Investors in Mexico (Mexico)
Ben Kaminski,file:///investors/ben-kaminski,Sweet spot:,$50K,"Investors in Tel Aviv (Israel), Investors in New York City, Investors in Palo Alto (CA), Investors in San Francisco (CA)"
Anthony Citrano,file:///investors/anthony-citrano,Sweet spot:,$50K,Investors in Los Angeles (CA)
Brian Nichols,file:///investors/brian-nichols,Sweet spot:,$200K,Investors in Oakland (CA)
Court Lorenzini,file:///investors/court-lorenzini,Sweet spot:,$100K,"Investors in SF Bay Area (CA), Investors in Seattle (WA)"
Kurt Bilafer,file:///investors/kurt-bilafer,Sweet spot:,$50K,"Investors in San Francisco (CA), Investors in Arizona, Investors in Los Angeles / Southern California, Investors in Seattle / Portland, Investors in SF Bay Area (CA)"
Aamir Virani,file:///investors/aamir-virani,Sweet spot:,$25K,"Investors in United States, Investors in Texas, Investors in California"
Mark Goldenson,file:///investors/mark-goldenson,Scout,$50K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Consumer health & fitness, Investors in Consumer products, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+5"
Lake Dai,file:///investors/lake-dai_1,Sweet spot:,$1M,Investors in Palo Alto (CA)
Susan Mason,file:///investors/susan-mason,$400K,$400K,Investors in San Francisco (CA)
Ludovic Ulrich,file:///investors/ludovic-ulrich_1,$20K,$20K,"Investors in SF Bay Area (CA), Investors in Madrid (Spain), Investors in Milan, Investors in London, Investors in Paris (France), Investors in San Francisco (CA)"
Bob Peruzzi,file:///investors/bob-peruzzi,$1.5M,$1.5M,Investors in New York (NY)
Tobias Neveling,file:///investors/tobias-neveling,$250K,$250K,"Investors in Advertising, Investors in AI, Investors in Analytics, Investors in E-commerce, Investors in Marketing automation, Investors in Marketplaces, Investors in Media/content, Investors in Messaging, Investors in SaaS, Investors in Social mobile
+2"
Siqi Chen,file:///investors/siqi-chen_1,Sweet spot:,$50K,"Investors in Los Angeles (CA), Investors in SF Bay Area (CA)"
Umar Shodiev,file:///investors/umar-shodiev,Sweet spot:,$250K,"Investors in London, Investors in United States"
Kevin Mahaffey,file:///investors/kevin-mahaffey,Sweet spot:,$500K,Investors in San Francisco (CA)
Aaron LaRue,file:///investors/aaron-larue,Sweet spot:,$100K,"Investors in Los Angeles / Southern California, Investors in SF Bay Area (CA), Investors in Phoenix (AZ), Investors in Dallas (TX), Investors in Austin (TX), Investors in New York (NY), Investors in Boston (MA), Investors in San Francisco (CA), Investors in Los Angeles (CA)
+2"
Ben Beverly,file:///investors/ben-beverly_1,Senior Associate,$3.0M,"Investors in Philadelphia (PA), Investors in Pittsburgh (PA), Investors in Indianapolis (IN), Investors in Ann Arbor (MI), Investors in Detroit (MI), Investors in Madison (WI), Investors in New Orleans (LA), Investors in Phoenix (AZ), Investors in Nashville (TN), Investors in Kansas City (KS), Investors in Miami (FL), Investors in Raleigh-Durham / Southeast US, Investors in Minneapolis (MN), Investors in Atlanta (GA), Investors in Denver (CO), Investors in Boulder (CO), Investors in Salt Lake City (UT), Investors in San Antonio (TX), Investors in Dallas (TX), Investors in Houston (TX), Investors in Austin (TX)
+14"
Gerald Pollak,file:///investors/gerald-pollak,Senior Associate,$3.0M,Investors in Europe
Dave Knox,file:///investors/dave-knox,$2.5M,$2.5M,"Investors in Austin (TX), Investors in Midwest, Investors in New York (NY), Investors in Boston / New England, Investors in San Francisco (CA), Investors in Los Angeles / Southern California, Investors in Atlanta (GA)
+1"
Laurent Malka,file:///investors/laurent-malka,Sweet spot:,$50K,Investors in Tel Aviv (Israel)
Kat Orekhova,file:///investors/kat-orekhova,Sweet spot:,$10K,"Investors in AI, Investors in Analytics, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Enterprise, Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Marketplaces, Investors in Robotics, Investors in SaaS, Investors in Sales and CRM, Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+10"
Charlie Feng,file:///investors/charlie-feng,Sweet spot:,$5K,"Investors in AI, Investors in E-commerce, Investors in Education, Investors in Fintech, Investors in Gaming/eSports, Investors in Marketplaces, Investors in Payments, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+3"
Satish Malnaik,file:///investors/satish-m_1,Sweet spot:,$25K,"Investors in Blockchain, Investors in Consumer products, Investors in Data services, Investors in Diverse Investors (Other Lists), Investors in Fashion, Investors in Health & hospital services, Investors in Health IT, Investors in Marketplaces, Investors in Media/content, Investors in Midwest (Other Lists), Investors in SaaS, Investors in Social commerce, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who were founders (Other Lists)
+7"
Anand Chandrasekaran,file:///investors/anand-chandrasekaran,Sweet spot:,$38K,"Investors in India, Investors in SF Bay Area (CA)"
Simon Legziel,file:///investors/simon-legziel,Sweet spot:,$75K,Investors in Israel
Kintan Brahmbhatt,file:///investors/kintan-brahmbhatt,Sweet spot:,$25K,"Investors in Palo Alto (CA), Investors in Los Angeles (CA), Investors in New York (NY), Investors in Seattle (WA), Investors in San Francisco (CA)"
Oleg Tscheltzoff,file:///investors/oleg-tscheltzoff,Sweet spot:,$100K,Investors in London
Paul Heydon,file:///investors/paul-heydon_1,Sweet spot:,$40K,Investors in Global
Taz Patel,file:///investors/taz-patel,Sweet spot:,$50K,"Investors in India, Investors in Europe, Investors in Canada, Investors in United States"
Arthur Kosten,file:///investors/arthur-kosten,Sweet spot:,$200K,Investors in SaaS
Ben Alexander,file:///investors/ben-alexander,Sweet spot:,$10K,"Investors in Cloud infrastructure, Investors in Developer tools, Investors in Enterprise, Investors in Entertainment & sports, Investors in Games, Investors in Gaming/eSports, Investors in Raleigh-Durham / Southeast US (Other Lists), Investors in SaaS, Investors in SMB software, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+5"
Jake Seid,file:///investors/jake-seid,$150K,$150K,Investors in SF Bay Area (CA)
Jon Bischke,file:///investors/jon-bischke,$25K,$25K,Investors in SF Bay Area (CA)
Kirubha Perumalsamy,file:///investors/kirubha-perumalsamy,Associate,$50K,Investors in Global
Omer Perchik,file:///investors/omer-perchik,Advisor,$4.0M,Investors in Israel
Adam Levinson,file:///investors/adam-levinson,Associate,$3.0M,"Investors in Europe, Investors in Canada, Investors in United States"
Anna Zakharchenko,file:///investors/anna-zakharchenko,Analyst,$2.0M,Investors in SF Bay Area (CA)
Wenz Xing,file:///investors/wenz-xing,Associate,$2.0M,Investors in SF Bay Area (CA)
Matt Macinnis,file:///investors/matt-macinnis,$50K,$50K,Investors in SF Bay Area (CA)
Wyatt Hall,file:///investors/wyatt-hall,Analyst,$1M,"Investors in Fintech, Investors in Health IT, Investors in Midwest (Other Lists), Investors in SaaS"
Andrew Gluck,file:///investors/andrew-gluck,$10K,$10K,Investors in New York (NY)
Federico Pomi,file:///investors/federico-pomi,$30K,$30K,Investors in SF Bay Area (CA)
Jeff Pulver,file:///investors/jeff-pulver,$50K,$50K,Investors in New York (NY)
Bobak Emamian,file:///investors/bobak-emamian,$10K,$10K,"Investors in Consumer health & fitness, Investors in Consumer products, Investors in Developer tools, Investors in E-commerce, Investors in Enterprise, Investors in Impact, Investors in IoT, Investors in Real estate/proptech, Investors in Retail, Investors in SaaS
+3"
Josep A. Aliagas,file:///investors/josep-a-aliagas,$50K,$50K,Investors in Global
Sanjeet Das,file:///investors/sanjeet-das,$200K,$200K,"Investors in Analytics, Investors in Cloud infrastructure, Investors in Data services, Investors in Developer tools, Investors in E-commerce, Investors in Enterprise, Investors in Marketplaces, Investors in Midwest (Other Lists), Investors in SaaS, Investors in Sales and CRM, Investors in SMB software
+4"
Christopher Michel,file:///investors/christopher-michel,$50K,$50K,"Investors in AI, Investors in Cloud infrastructure, Investors in Developer tools, Investors in Enterprise, Investors in Local commerce, Investors in Marketplaces, Investors in Media/content, Investors in Messaging, Investors in Payments, Investors in SaaS
+3"
David Sonnek,file:///investors/david-sonnek,$500K,$500K,"Investors in Biotech, Investors in Medical devices, Investors in Pharmaceuticals, Investors in SaaS"
Marc McCabe,file:///investors/marc-mccabe,Sweet spot:,$250K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Consumer health & fitness, Investors in Consumer products, Investors in Developer tools, Investors in Distributed workforce, Investors in Diverse Investors (Other Lists), Investors in Enterprise, Investors in Fintech, Investors in Lodging/hospitality, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+10"
Javaughn Lawrence,file:///investors/javaughn-lawrence,$1M,$1M,"Investors in Chicago (IL), Investors in Atlanta (GA), Investors in Toronto (Ontario), Investors in Austin (TX), Investors in New York (NY), Investors in San Francisco (CA)"
Zosia Ulatowski,file:///investors/zosia-ulatowski_1,$500K,$500K,"Investors in New York (NY), Investors in Washington (DC), Investors in California, Investors in Israel"
Alex Chang,file:///investors/alex-chang,$100K,$100K,Investors in San Francisco (CA)
Ashley Flucas,file:///investors/ashley-flucas,$200K,$200K,"Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Consumer products, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Female Investors (Other Lists), Investors in Fintech, Investors in Food and beverage, Investors in Marketplaces, Investors in Raleigh-Durham / Southeast US (Other Lists), Investors in Real estate/proptech, Investors in SaaS, Investors in Security, Investors in Social mobile, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists)
+11"
Andrew Dumont,file:///investors/andrew-dumont,$50K,$50K,"Investors in Portland (OR), Investors in Seattle (WA), Investors in Seattle / Portland"
Christopher Langford,file:///investors/christopher-langford,Sweet spot:,$750K,"Investors in Canada, Investors in United States"
Jamie Shortill,file:///investors/jamie-shortill,$250K,$250K,"Investors in Consumer products, Investors in E-commerce, Investors in Entertainment & sports, Investors in Food and beverage, Investors in Gaming/eSports, Investors in IoT, Investors in Los Angeles / Southern California (Other Lists), Investors in Marketplaces, Investors in Media/content, Investors in Robotics, Investors in SaaS
+5"
Tim Dick,file:///investors/tim-dick,$1,$1,"Investors in Blockchain, Investors in Clean tech / environment, Investors in Energy tech, Investors in Enterprise, Investors in Fintech, Investors in Health IT, Investors in Payments, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Security, Investors in Travel
+3"
Lindsay Knight,file:///investors/lindsay-knight,$1.5M,$1.5M,"Investors in Minneapolis (MN), Investors in Cleveland (OH), Investors in Cincinnati (OH), Investors in Columbus (OH), Investors in Indianapolis (IN), Investors in Miami (FL), Investors in Tampa (FL), Investors in Orlando (FL), Investors in Atlanta (GA), Investors in Houston (TX), Investors in Boulder (CO), Investors in Denver (CO), Investors in Dallas (TX), Investors in Chicago (IL), Investors in Austin (TX)
+8"
Dave Johnson,file:///investors/dave-johnson,$2.0M,$2.0M,"Investors in Santa Barbara (CA), Investors in San Francisco (CA)"
Eugenio Gonzalez De Pena,file:///investors/eugenio-gonzalez-de-pena,$200K,$200K,"Investors in New York (NY), Investors in California, Investors in Boston (MA)"
Jeff Silverstein,file:///investors/jeff-silverstein,$10K,$10K,"Investors in Analytics, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Cloud infrastructure, Investors in Data services, Investors in Developer tools, Investors in Distributed workforce, Investors in Enterprise, Investors in Health IT, Investors in Marketing automation, Investors in New York City (Other Lists), Investors in SaaS, Investors in Sales and CRM
+6"
Victor Koosh,file:///investors/victor-koosh,$50K,$50K,"Investors in Analytics, Investors in Austin (Other Lists), Investors in Developer tools, Investors in Education, Investors in Energy tech, Investors in Fintech, Investors in Food and beverage, Investors in Health IT, Investors in Marketplaces, Investors in SaaS, Investors in SMB software, Investors in Travel
+5"
Chris Alden,file:///investors/chris-alden,$3.0M,$3.0M,Investors in San Francisco (CA)
Anthony Soohoo,file:///investors/anthony-soohoo,$15K,$15K,Investors in Palo Alto (CA)
Daniel Scalosub,file:///investors/daniel-scalosub,$25K,$25K,Investors in Israel
Manish Jain,file:///investors/manish-jain,$1.5M,$1.5M,"Investors in Salt Lake City (UT), Investors in Vancouver (WA), Investors in Portland (OR), Investors in Seattle (WA)"
Matt Mickiewicz,file:///investors/matt-mickiewicz_1,$50K,$50K,"Investors in Developer tools, Investors in Distributed workforce, Investors in Enterprise, Investors in Fintech, Investors in Human capital, Investors in Marketplaces, Investors in Real estate/proptech, Investors in SaaS, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+4"
Ron Pragides,file:///investors/ron-pragides,$20K,$20K,"Investors in Consumer health & fitness, Investors in E-commerce, Investors in Enterprise, Investors in Fintech, Investors in Human capital, Investors in Lodging/hospitality, Investors in Real estate/proptech, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in SMB software, Investors in Travel
+4"
Duncan Logan,file:///investors/duncan-logan,Sweet spot:,$25K,"Investors in Advertising, Investors in AI, Investors in Angel, Scout, and Solo-Capitalists (Other Lists), Investors in Blockchain, Investors in Consumer health & fitness, Investors in Cryptocurrency, Investors in Distributed workforce, Investors in Diverse Investors (Other Lists), Investors in E-commerce, Investors in Marketplaces, Investors in SaaS, Investors in San Francisco Bay Area (Other Lists), Investors in Travel, Investors in Investors who invested in diverse founders (Other Lists), Investors in Investors who invested in female founders (Other Lists), Investors in Investors who were founders (Other Lists)
+10"
Jackson Gates,file:///investors/jackson-gates,Sweet spot:,$120K,"Investors in Canada, Investors in United States"
Ishay Green,file:///investors/ishay-green,Sweet spot:,$50K,Investors in Tel Aviv (Israel)
